"","scientific_name","dec_lat","dec_long","coll_method"
"1","Catharus guttatus guttatus",37.86556667,-122.1520167,"salvage"
"2","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"3","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"4","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"5","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"6","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"7","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"8","Pipilo maculatus ssp.",35.265,-120.405,"salvage"
"9","Pipilo maculatus ssp.",35.26096,-120.42188,"active"
"10","Pipilo maculatus ssp.",35.26096,-120.42188,"active"
"11","Pipilo maculatus ssp.",35.26096,-120.42188,"active"
"12","Pipilo maculatus ssp.",35.26096,-120.42188,"active"
"13","Pipilo maculatus ssp.",35.26096,-120.43072,"salvage"
"14","Pipilo maculatus ssp.",35.26096,-120.43072,"salvage"
"15","Pipilo maculatus ssp.",35.26096,-120.43072,"salvage"
"16","Pipilo maculatus ssp.",35.26096,-120.43072,"salvage"
"17","Pipilo maculatus ssp.",40.69176,-120.29839,"active"
"18","Pipilo maculatus ssp.",40.69176,-120.29839,"active"
"19","Pipilo maculatus ssp.",40.69176,-120.29839,"active"
"20","Sitta carolinensis aculeata",39.27833333,-121.2983333,"active"
"21","Phainopepla nitens lepida",39.2584115,-121.3068958,"salvage"
"22","Leiothlypis celata lutescens",39.27833333,-121.2983333,"active"
"23","Leiothlypis celata lutescens",39.27833333,-121.2983333,"active"
"24","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"25","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"26","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"27","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"28","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"29","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"30","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"31","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"32","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"33","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"34","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"35","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"36","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"37","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"38","Pipilo maculatus ssp.",39.27833333,-121.2983333,"active"
"39","Aimophila ruficeps ruficeps",39.2584115,-121.3068958,"salvage"
"40","Chondestes grammacus strigatus",39.27833333,-121.2983333,"active"
"41","Vireo gilvus swainsoni",36.371327,-121.5645284,"salvage"
"42","Leiothlypis celata lutescens",36.371327,-121.5645284,"salvage"
"43","Pheucticus melanocephalus maculatus",36.375,-121.5566667,"salvage"
"44","Pheucticus melanocephalus maculatus",36.375,-121.5566667,"salvage"
"45","Pheucticus melanocephalus maculatus",36.375,-121.5566667,"salvage"
"46","Sturnus vulgaris vulgaris",37.8647874,-122.2463445,"salvage"
"47","Euphagus cyanocephalus",37.6822,-121.76624,"salvage"
"48","Setophaga townsendi",37.83183,-122.20748,"salvage"
"49","Psaltriparus minimus minimus",37.86841,-122.24209,"salvage"
"50","Spinus tristis salicamans",37.86848,-122.21534,"salvage"
"51","Cyanocitta stelleri frontalis",39.94295,-121.052041,"salvage"
"52","Cyanocitta stelleri frontalis",39.94295,-121.052041,"salvage"
"53","Cyanocitta stelleri frontalis",39.925,-121.0433333,"salvage"
"54","Cyanocitta stelleri frontalis",39.925,-121.0433333,"salvage"
"62","Tyto alba pratincola",38.1184425,-122.3053782,"salvage"
"63","Aphelocoma californica californica",37.9662946,-122.2059186,"salvage"
"64","Columba livia ssp.",37.8599227,-122.1346272,"salvage"
"65","Melozone crissalis petulans",37.86539,-122.25629,"salvage"
"66","Catharus guttatus guttatus",37.86556667,-122.1520167,"salvage"
"67","Catharus guttatus guttatus",37.86556667,-122.1520167,"salvage"
"68","Passerella iliaca ssp.",37.86556667,-122.1520167,"salvage"
"69","Zonotrichia atricapilla",37.86556667,-122.1520167,"salvage"
"70","Dryobates nuttallii",37.86556667,-122.1520167,"salvage"
"71","Melozone crissalis petulans",37.86143,-122.15246,"salvage"
"72","Pipilo maculatus ssp.",34.69,-118.53,"active"
"73","Pipilo maculatus ssp.",34.69,-118.53,"active"
"74","Pipilo maculatus ssp.",34.69,-118.53,"active"
"75","Pipilo maculatus ssp.",34.69,-118.53,"active"
"76","Pipilo maculatus ssp.",34.69,-118.53,"active"
"77","Pipilo maculatus ssp.",34.69,-118.53,"active"
"78","Pipilo maculatus ssp.",34.69,-118.53,"active"
"79","Pipilo maculatus ssp.",34.69,-118.53,"active"
"80","Pipilo maculatus ssp.",34.69,-118.53,"active"
"81","Pipilo maculatus ssp.",34.69,-118.53,"active"
"82","Pipilo maculatus ssp.",34.69,-118.53,"active"
"83","Pipilo maculatus ssp.",34.69,-118.53,"active"
"84","Pipilo maculatus ssp.",34.69,-118.53,"active"
"85","Pipilo maculatus ssp.",34.69,-118.53,"active"
"86","Pipilo maculatus ssp.",34.69,-118.53,"active"
"87","Pipilo maculatus ssp.",34.69,-118.53,"active"
"88","Melanerpes formicivorus bairdi",36.37907777,-121.5669772,"salvage"
"89","Melanerpes formicivorus bairdi",36.3697,-121.5892,"salvage"
"90","Melanerpes formicivorus bairdi",36.3697,-121.54437,"salvage"
"91","Falco sparverius sparverius",37.9541,-122.3749,"salvage"
"92","Bubo virginianus saturatus",38.1506,-122.7052,"salvage"
"93","Zonotrichia atricapilla",37.86841,-122.24209,"salvage"
"94","Junco hyemalis (Oreganus Group)",36.38753853,-121.54944,"salvage"
"95","Tyto alba pratincola",38.2122,-121.5576,"salvage"
"96","Accipiter cooperii",37.978,-122.569,"salvage"
"97","Catharus guttatus ssp.",37.8816,-122.2465,"salvage"
"98","Callipepla californica brunnescens",37.86556667,-122.1520167,"salvage"
"99","Ixoreus naevius ssp.",37.86556667,-122.1520167,"salvage"
"100","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"101","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"102","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"103","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"104","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"105","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"106","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"107","Cyanocitta stelleri frontalis",38.7155333,-120.4779167,"salvage"
"108","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"109","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"110","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"111","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"112","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"113","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"114","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"115","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"116","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"117","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"118","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"119","Cyanocitta stelleri frontalis",38.69865,-120.45555,"salvage"
"120","Cyanocitta stelleri frontalis",38.7190667,-119.7883,"active"
"121","Cyanocitta stelleri frontalis",38.7190667,-119.7883,"active"
"122","Cyanocitta stelleri frontalis",38.7190667,-119.7883,"active"
"123","Cyanocitta stelleri frontalis",38.7190667,-119.7883,"active"
"124","Cyanocitta stelleri frontalis",38.7262,-119.7773,"salvage"
"125","Cyanocitta stelleri frontalis",38.7262,-119.7773,"salvage"
"126","Megascops kennicottii bendirei",36.3863,-121.5644,"salvage"
"127","Selasphorus sasin sasin x Selasphorus rufus",37.86556667,-122.1520167,"salvage"
"128","Pipilo maculatus falcifer",36.382,-121.5451,"salvage"
"129","Turdus migratorius propinquus",37.8662,-122.2516,"salvage"
"130","Turdus migratorius propinquus",37.8662,-122.2516,"salvage"
"131","Turdus migratorius propinquus",37.8662,-122.2516,"salvage"
"132","Turdus migratorius propinquus",37.8662,-122.2516,"salvage"
"133","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"134","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"135","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"136","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"137","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"138","Bombycilla cedrorum",37.8662,-122.2516,"salvage"
"139","Ixoreus naevius ssp.",38.0086039,-122.6374229,"salvage"
"141","Catharus ustulatus ustulatus",37.86556667,-122.1520167,"salvage"
"142","Catharus guttatus guttatus",37.86556667,-122.1520167,"salvage"
"143","Dryobates villosus hyloscopus",38.0616762,-122.6973575,"salvage"
"144","Cyanocitta stelleri frontalis",40.49923,-121.43145,"salvage"
"145","Tyto alba pratincola",38.29038,-122.67297,"salvage"
"146","Pipilo maculatus falcifer",38.02232,-122.66263,"salvage"
"147","Geothlypis tolmiei tolmiei",39.92322,-121.08629,"salvage"
"148","Passer domesticus domesticus",37.8567167,-122.1259,"salvage"
"149","Passer domesticus domesticus",37.8567167,-122.1259,"salvage"
"150","Passer domesticus domesticus",37.8567167,-122.1259,"salvage"
"151","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"152","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"153","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"154","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"155","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"156","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"157","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"158","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"159","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"160","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"161","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"162","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"163","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"164","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"165","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"166","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"167","Artemisiospiza belli ssp.",37.82036667,-118.4671333,"active"
"169","Aechmophorus occidentalis occidentalis",37.79483,-122.276,"salvage"
"170","Pelecanus erythrorhynchos",37.9887378,-121.7286364,"salvage"
"171","Ardea alba egretta",37.74853,-121.94186,"salvage"
"173","Elanus leucurus majusculus",37.80346,-121.9747,"salvage"
"174","Accipiter striatus velox",37.91569,-122.00391,"salvage"
"176","Accipiter cooperii",38.00772,-122.09332,"salvage"
"177","Accipiter cooperii",37.94774,-122.0375401,"salvage"
"178","Accipiter cooperii",37.95205,-121.95625,"salvage"
"179","Accipiter cooperii",37.91287,-122.0587,"salvage"
"180","Accipiter cooperii",37.80546,-122.29386,"salvage"
"181","Buteo jamaicensis calurus",38.06967,-122.17112,"salvage"
"182","Buteo jamaicensis calurus",38.0297019,-121.6400267,"salvage"
"183","Buteo jamaicensis calurus",38.0122935,-121.8754661,"salvage"
"184","Buteo jamaicensis calurus",37.99104,-122.1427,"salvage"
"185","Buteo jamaicensis calurus",37.98988,-122.00022,"salvage"
"186","Buteo jamaicensis calurus",37.96436,-121.96656,"salvage"
"187","Buteo jamaicensis calurus",37.88513,-121.86549,"salvage"
"188","Buteo jamaicensis calurus",37.87459,-121.69713,"salvage"
"189","Buteo jamaicensis calurus",37.89925,-122.04392,"salvage"
"190","Buteo jamaicensis calurus",37.90282,-122.04416,"salvage"
"191","Buteo jamaicensis calurus",37.83098,-121.97949,"salvage"
"192","Buteo jamaicensis calurus",37.80001,-121.92691,"salvage"
"193","Buteo jamaicensis calurus",37.69721,-122.1582,"salvage"
"194","Buteo jamaicensis calurus",37.66871,-121.74583,"salvage"
"195","Buteo jamaicensis calurus",37.67067,-121.85607,"salvage"
"196","Buteo jamaicensis calurus",37.60758,-121.85162,"salvage"
"197","Buteo regalis",37.54606,-122.0665,"salvage"
"198","Falco sparverius sparverius",37.96112,-121.79763,"salvage"
"199","Falco sparverius sparverius",37.8601747,-122.1231968,"salvage"
"200","Falco sparverius sparverius",37.81069,-121.95284,"salvage"
"201","Falco columbarius columbarius",37.7881476,-122.2125245,"salvage"
"202","Falco columbarius suckleyi",37.84589,-121.97038,"salvage"
"203","Falco columbarius suckleyi",37.787,-121.97637,"salvage"
"204","Phasianus colchicus ssp.",37.94671,-121.95171,"salvage"
"205","Rallus limicola limicola",37.71329,-121.94452,"salvage"
"206","Gallinago delicata",37.94573,-122.01364,"salvage"
"207","Bubo virginianus pacificus",37.94439,-122.00129,"salvage"
"208","Bubo virginianus pacificus",37.98386,-122.02824,"salvage"
"209","Tyto alba pratincola",38.14568,-121.32717,"salvage"
"210","Tyto alba pratincola",37.93444,-121.96797,"salvage"
"211","Tyto alba pratincola",37.97858,-122.02133,"salvage"
"212","Tyto alba pratincola",37.9724223,-121.9773071,"salvage"
"213","Tyto alba pratincola",37.92619,-121.92865,"salvage"
"214","Tyto alba pratincola",37.7860754,-122.3071634,"salvage"
"215","Tyto alba pratincola",37.75227,-121.76868,"salvage"
"216","Tyto alba pratincola",37.79934,-121.85727,"salvage"
"217","Asio otus wilsonianus",37.91255,-122.37879,"salvage"
"218","Megascops kennicottii kennicottii",37.92497,-122.10492,"salvage"
"220","Calypte anna",37.94152,-122.04884,"salvage"
"221","Calypte anna",37.99355,-122.03534,"salvage"
"222","Calypte anna",38.00755,-122.0285,"salvage"
"223","Calypte anna",37.98455,-122.00224,"salvage"
"224","Calypte anna",37.99626,-122.02639,"salvage"
"225","Calypte anna",37.9609,-122.05945,"salvage"
"226","Calypte anna",37.92326,-122.05227,"salvage"
"227","Calypte anna",37.7730268,-121.9735784,"salvage"
"228","Calypte anna",37.89855,-122.08288,"salvage"
"229","Selasphorus rufus",37.88345,-122.11872,"salvage"
"230","Selasphorus rufus",37.87721,-122.12147,"salvage"
"231","Corvus brachyrhynchos hesperis",38.08239,-122.17174,"salvage"
"233","Corvus brachyrhynchos hesperis",37.97013,-122.00903,"salvage"
"234","Corvus brachyrhynchos hesperis",38.04592,-122.18514,"salvage"
"235","Corvus brachyrhynchos hesperis",37.65906,-121.79213,"salvage"
"236","Corvus corax sinuatus",37.92591,-122.00081,"salvage"
"237","Cardellina pusilla chryseola",37.82657,-122.21357,"salvage"
"238","Psaltriparus minimus minimus",37.86731,-122.25547,"salvage"
"239","Spinus tristis salicamans",37.91644,-122.30882,"salvage"
"240","Zonotrichia atricapilla",37.86841,-122.24209,"salvage"
"242","Catharus guttatus ssp.",37.83804,-122.2008,"salvage"
"243","Pica hudsonia",39.64585,-120.42917,"salvage"
"244","Junco hyemalis pinosus (Oreganus Group)",37.86893,-122.28439,"salvage"
"245","Molothrus ater obscurus",37.86804,-122.29884,"salvage"
"246","Calypte anna",37.912304,-122.267857,"salvage"
"247","Melozone crissalis petulans",37.86556667,-122.1520167,"salvage"
"248","Oxyura jamaicensis",37.55316,-122.08956,"salvage"
"249","Anthus rubescens pacificus",38.22608,-122.75012,"salvage"
"250","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"251","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"252","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"253","Molothrus ater obscurus",39.3178,-121.9731,"salvage"
"254","Molothrus ater obscurus",39.3354,-121.9803,"salvage"
"255","Molothrus ater obscurus",39.3279,-121.9727,"salvage"
"256","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"257","Molothrus ater obscurus",39.3279,-121.9727,"salvage"
"258","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"259","Molothrus ater obscurus",39.3279,-121.9727,"salvage"
"260","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"261","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"262","Molothrus ater obscurus",39.3178,-121.9731,"salvage"
"263","Molothrus ater obscurus",39.3279,-121.9727,"salvage"
"264","Molothrus ater obscurus",39.3214,-121.9872,"salvage"
"265","Molothrus ater obscurus",39.3178,-121.9731,"salvage"
"266","Molothrus ater obscurus",39.3178,-121.9731,"salvage"
"267","Molothrus ater obscurus",39.3279,-121.9727,"salvage"
"268","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"269","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"270","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"271","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"272","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"273","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"274","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"275","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"276","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"277","Cyanocitta stelleri frontalis",37.08979,-119.26345,"active"
"278","Cyanocitta stelleri frontalis",37.08254,-119.20914,"salvage"
"279","Cyanocitta stelleri frontalis",37.08254,-119.20914,"salvage"
"280","Cyanocitta stelleri frontalis",37.08254,-119.20914,"salvage"
"281","Cyanocitta stelleri frontalis",37.08254,-119.20914,"salvage"
"282","Cyanocitta stelleri frontalis",37.08254,-119.20914,"salvage"
"283","Cyanocitta stelleri frontalis",37.07529,-119.17293,"active"
"284","Cyanocitta stelleri frontalis",37.07529,-119.17293,"active"
"285","Cyanocitta stelleri frontalis",37.07529,-119.17293,"active"
"286","Cyanocitta stelleri frontalis",37.07529,-119.17293,"active"
"287","Cyanocitta stelleri frontalis",37.07529,-119.17293,"active"
"288","Cyanocitta stelleri ssp.",41.57066,-121.93937,"salvage"
"289","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"290","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"291","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"292","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"293","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"294","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"295","Cyanocitta stelleri frontalis",37.833,-119.95029,"salvage"
"296","Cyanocitta stelleri frontalis",37.80763,-119.97313,"salvage"
"297","Cyanocitta stelleri frontalis",37.77863,-119.90003,"salvage"
"298","Cyanocitta stelleri frontalis",37.77863,-119.90003,"salvage"
"299","Cyanocitta stelleri frontalis",37.77863,-119.90003,"salvage"
"300","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"301","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"302","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"303","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"304","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"305","Cyanocitta stelleri frontalis",37.77863,-119.88632,"salvage"
"306","Dryobates albolarvatus albolarvatus",37.75827,-119.01894,"salvage"
"307","Dryobates albolarvatus albolarvatus",37.72183,-119.01223,"salvage"
"308","Cyanocitta stelleri frontalis",37.75827,-119.01894,"salvage"
"309","Cyanocitta stelleri frontalis",37.75827,-119.01894,"salvage"
"310","Cyanocitta stelleri frontalis",37.75827,-119.01894,"salvage"
"311","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"312","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"313","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"314","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"315","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"316","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"317","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"318","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"319","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"320","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"321","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"322","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"323","Cyanocitta stelleri frontalis",37.72183,-119.01223,"salvage"
"324","Junco hyemalis pinosus (Oreganus Group)",37.87127,-122.26609,"salvage"
"325","Sayornis nigricans semiater",37.39315,-121.9319,"salvage"
"326","Sayornis nigricans semiater",37.39315,-121.9319,"salvage"
"327","Bombycilla cedrorum",37.87072,-122.25996,"salvage"
"328","Empidonax difficilis difficilis",37.8636476,-122.2513811,"salvage"
"329","Catharus ustulatus ustulatus",37.8725493,-122.2561207,"salvage"
"330","Catharus guttatus nanus",37.90634,-122.26797,"salvage"
"332","Coccothraustes vespertinus brooksi",39.93724,-120.94708,"salvage"
"333","Coccothraustes vespertinus brooksi",39.61991,-120.52103,"salvage"
"334","Melozone crissalis crissalis",36.3738712,-121.5491575,"salvage"
"335","Melospiza melodia ssp.",37.83471,-122.54832,"salvage"
"336","Bubo virginianus saturatus",37.7136,-122.38501,"salvage"
"337","Callipepla californica brunnescens",37.86391,-122.15199,"salvage"
"338","Aegolius acadicus acadicus",38.3197,-119.9263,"salvage"
"339","Calypte anna",37.88276,-122.26874,"salvage"
"340","Tyto alba pratincola",39.55233,-121.68752,"salvage"
"341","Spinus psaltria hesperophilus",37.85991667,-122.1344667,"salvage"
"342","Aphelocoma californica californica",37.40695,-122.40591,"salvage"
"343","Melanerpes formicivorus bairdi",37.87248,-122.25047,"salvage"
"344","Callipepla californica californica",36.37851365,-121.5568207,"salvage"
"345","Melanerpes formicivorus bairdi",36.37851365,-121.5568207,"salvage"
"346","Melanerpes formicivorus bairdi",36.37851365,-121.5568207,"salvage"
"347","Chamaea fasciata fasciata",36.37911,-121.56434,"active"
"348","Melospiza lincolnii alticola",37.74597,-119.7993,"salvage"
"349","Chamaea fasciata fasciata",36.3781,-121.56235,"salvage"
"350","Pipilo maculatus ssp.",36.37911,-121.56434,"active"
"351","Passerella iliaca ssp.",36.37911,-121.56434,"active"
"352","Zonotrichia atricapilla",36.37911,-121.56434,"active"
"353","Zonotrichia atricapilla",36.37911,-121.56434,"active"
"354","Zonotrichia atricapilla",36.37911,-121.56434,"active"
"355","Zonotrichia atricapilla",36.37911,-121.56434,"active"
"356","Junco hyemalis (Oreganus Group)",36.386101,-121.552,"salvage"
"357","Junco hyemalis (Oreganus Group)",36.37911,-121.56434,"active"
"358","Icterus bullockii",36.40156,-121.58078,"salvage"
"359","Hydrobates furcatus plumbeus",37.9089652,-122.3024029,"salvage"
"360","Pelecanus occidentalis californicus",37.8679276,-121.6974177,"salvage"
"362","Elanus leucurus majusculus",37.9222566,-122.0842359,"salvage"
"363","Elanus leucurus majusculus",37.863715,-122.314008,"salvage"
"364","Elanus leucurus majusculus",37.7565548,-121.9416116,"salvage"
"365","Accipiter striatus velox",37.8941726,-122.1520451,"salvage"
"366","Accipiter striatus velox",37.9019529,-122.1220023,"salvage"
"367","Accipiter striatus velox",37.8304545,-122.2261376,"salvage"
"368","Accipiter cooperii",37.9455504,-121.9613712,"salvage"
"370","Accipiter cooperii",37.9369046,-122.069382,"salvage"
"371","Accipiter cooperii",37.952054,-121.956351,"salvage"
"372","Accipiter cooperii",37.8279366,-122.0180006,"salvage"
"373","Accipiter cooperii",37.7702999,-122.2553349,"salvage"
"374","Accipiter cooperii",37.6428119,-121.8006924,"salvage"
"375","Buteo lineatus elegans",37.9093924,-122.0027231,"salvage"
"376","Buteo lineatus elegans",37.7274033,-121.9359408,"salvage"
"377","Buteo lineatus elegans",37.6210461,-122.428892,"salvage"
"378","Buteo lineatus elegans",37.6484828,-121.9035449,"salvage"
"379","Falco mexicanus",37.7488162,-121.7459621,"salvage"
"380","Larus californicus californicus",38.0124498,-122.1080544,"salvage"
"381","Uria aalge californica",37.9256665,-122.4365712,"salvage"
"382","Patagioenas fasciata monilis",37.8615758,-122.0881773,"salvage"
"383","Patagioenas fasciata monilis",37.8875624,-122.0450818,"salvage"
"384","Patagioenas fasciata monilis",37.8196598,-121.998394,"salvage"
"385","Megascops kennicottii bendirei",37.8544901,-122.0238849,"salvage"
"386","Megascops kennicottii bendirei",37.8290798,-121.9849496,"salvage"
"387","Tyto alba pratincola",38.0091733,-122.1301386,"salvage"
"388","Tyto alba pratincola",37.8605319,-121.6803917,"salvage"
"389","Tyto alba pratincola",37.9271914,-121.9207243,"salvage"
"390","Tyto alba pratincola",37.8918599,-122.0442805,"salvage"
"391","Tyto alba pratincola",37.7422858,-121.9456865,"salvage"
"392","Tyto alba pratincola",37.6657133,-121.8795506,"salvage"
"393","Bubo virginianus pacificus",38.077359,-122.1185555,"salvage"
"394","Bubo virginianus pacificus",37.8977491,-121.9979499,"salvage"
"395","Bubo virginianus pacificus",37.8242141,-121.9850696,"salvage"
"396","Bubo virginianus pacificus",37.8318496,-121.8053923,"salvage"
"397","Athene cunicularia hypugaea",37.7795768,-122.2682032,"salvage"
"398","Calypte anna",38.0847026,-122.1965224,"salvage"
"399","Calypte anna",37.96558,-122.0386107,"salvage"
"400","Calypte anna",37.951563,-122.0051801,"salvage"
"401","Calypte anna",37.9482467,-121.9667313,"salvage"
"402","Calypte anna",37.9822921,-121.9950888,"salvage"
"403","Calypte anna",37.9411667,-122.0343011,"salvage"
"404","Calypte anna",37.928976,-122.0793337,"salvage"
"405","Calypte anna",37.8895331,-122.3025688,"salvage"
"406","Calypte anna",37.7916,-122.43437,"salvage"
"407","Calypte anna",37.8107986,-122.233617,"salvage"
"408","Calypte anna",37.8370044,-122.1213721,"salvage"
"409","Calypte anna",37.8447525,-121.9813766,"salvage"
"410","Calypte anna",37.7571881,-122.2440679,"salvage"
"411","Calypte anna",37.7331706,-121.9168062,"salvage"
"412","Calypte anna ?",37.7965632,-121.8697755,"salvage"
"413","Selasphorus calliope",37.937535,-122.000433,"salvage"
"414","Selasphorus sasin sasin",37.971819,-122.0123042,"salvage"
"415","Selasphorus sasin sasin",37.7692871,-121.9873845,"salvage"
"416","Melanerpes formicivorus bairdi",37.8234123,-122.0203743,"salvage"
"417","Dryobates nuttallii",37.9930456,-122.2823843,"salvage"
"418","Dryobates nuttallii",37.8962019,-122.0377417,"salvage"
"419","Dryobates nuttallii",37.9086767,-122.021961,"salvage"
"420","Colaptes auratus collaris",37.8892546,-122.1228575,"salvage"
"421","Tyrannus verticalis",37.7357397,-122.1661875,"salvage"
"423","Vireo gilvus swainsoni",37.8470514,-122.2554321,"salvage"
"424","Aphelocoma californica californica",38.0127479,-122.1325264,"salvage"
"425","Aphelocoma californica californica",37.7130574,-121.9246658,"salvage"
"426","Corvus brachyrhynchos hesperis",38.4206545,-121.3796097,"salvage"
"427","Corvus brachyrhynchos hesperis",38.2308508,-122.0803985,"salvage"
"428","Corvus brachyrhynchos hesperis",38.0139172,-121.9330597,"salvage"
"429","Corvus brachyrhynchos hesperis",37.9619145,-121.7549575,"salvage"
"430","Corvus brachyrhynchos hesperis",37.9969057,-121.8377188,"salvage"
"431","Corvus brachyrhynchos hesperis",38.0020835,-122.0276946,"salvage"
"432","Corvus brachyrhynchos hesperis",37.9529543,-122.0841734,"salvage"
"433","Corvus brachyrhynchos hesperis",37.9022855,-122.0623466,"salvage"
